PROJECT_ID,RISK_ID,DATE_ARCHIVED,COST_MEAN,COST_P80,COST_PROBOPP,COST_PROBLOW,COST_PROBMOD,COST_PROBHIGH,COST_RISKRANKING,SCHEDULE_MEAN,SCHEDULE_P80,SCHEDULE_PROBOPP,SCHEDULE_PROBLOW,SCHEDULE_PROBMOD,SCHEDULE_PROBHIGH,SCHEDULE_RISKRANKING,OUTCOME_MEAN,OUTCOME_P80,OUTCOME_PROBOPP,OUTCOME_PROBLOW,OUTCOME_PROBMOD,OUTCOME_PROBHIGH,OUTCOME_RISKRANKING
2847,21,12-JUL-24 02.30.41.196384000 AM,15000,20158,NA,1,NA,NA,2,24,31,NA,1,NA,NA,2,1.500411397088,2.37580675,NA,0.9598000000000001,0.0402,1.3877787807814449e-17,2
2847,25,12-JUL-24 02.30.41.513175000 AM,17993,24918,NA,1,NA,NA,2,99,136,NA,0.5206000000000001,0.47940000000000005,5.551115123125783e-17,2,-4.499452452776,-3.57158549,1,NA,NA,NA,1
3069,6,12-JUL-24 02.32.39.661588000 AM,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1.500702364464,2.39419053,NA,0.9644,0.0356,-3.4694469519536136e-17,2
3069,23,12-JUL-24 02.32.41.049737000 AM,29974,46661,NA,1,NA,NA,2,36,56,NA,1,NA,NA,2,2.998695631104,3.6468839099999997,NA,0.5372,0.46280000000000004,NA,2
3069,25,12-JUL-24 02.32.41.212358000 AM,26222,43164,NA,1,NA,NA,2,16,26,NA,1,NA,NA,2,0.4352762083599993,0.7122302875000002,NA,1,NA,NA,2
3130,28,12-JUL-24 02.30.06.929597000 AM,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1.4985833033120002,2.37159447,NA,0.9638000000000001,0.0362,6.93889390390723e-18,2
3430,1,12-JUL-24 02.30.07.027232000 AM,180000,198006,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,1,4.49961409728001,5.3943129899999995,NA,0.0482,0.875,0.0768,3
3430,4,12-JUL-24 02.30.07.160437000 AM,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,4.500098565784,5.393497829999999,NA,0.0472,0.8828,0.06999999999999999,3
3430,5,12-JUL-24 02.30.07.236203000 AM,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,0.062360783074000004,0.1086729375,NA,1,NA,NA,2
3430,6,12-JUL-24 02.30.07.315492000 AM,240000,258006,NA,0.32,0.68,-1.1102230246251602e-16,3,96,103,NA,NA,1,NA,3,6.00015427732801,7.17475865,NA,NA,0.5034000000000001,0.4966,4
